Date,NDVI
image_2023-1,0.24578727517729157
image_2023-3,0.35834715069755363
image_2023-5,0.26194686106699805
image_2023-7,0.11724100178162608
image_2023-9,0.14372847399155106
image_2023-10,0.16787194755147763
image_2023-11,0.12368701327037876
